,awayTeamId,awayTeamName,completed,day,final_score,homeTeamId,homeTeamName,id,lastMod,month,nbaId,path,prefix,season,trackingState,type,year
75,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,True,20,,feb4cc63-89ef-11e6-9333-a45e60e298d3,Brooklyn Nets,b8315044-60ef-492d-aeb2-c72d76a086cc,2023-04-21T16:07:09.000Z,4,0042200123,2022-23/0042200123/,0042200123,2022,full,playoff,2023
76,feb4d47a-89ef-11e6-8a69-a45e60e298d3,Minnesota Timberwolves,True,19,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,08a1e541-d526-4350-8e40-feba5b5cce74,2023-04-20T07:11:35.000Z,4,0042200142,2022-23/0042200142/,0042200142,2022,full,playoff,2023
77,feb4d380-89ef-11e6-9eb6-a45e60e298d3,Miami Heat,True,19,,feb4d402-89ef-11e6-b582-a45e60e298d3,Milwaukee Bucks,6e9b935e-fcc4-41f8-9427-4f446a18798a,2023-04-20T05:46:46.000Z,4,0042200102,2022-23/0042200102/,0042200102,2022,full,playoff,2023
78,feb4d291-89ef-11e6-b8e0-a45e60e298d3,Los Angeles Lakers,True,19,,feb4d307-89ef-11e6-a733-a45e60e298d3,Memphis Grizzlies,dbbe4216-5a8c-4974-b240-c9e676f79b8b,2023-04-21T17:30:40.000Z,4,0042200152,2022-23/0042200152/,0042200152,2022,full,playoff,2023
79,feb4d217-89ef-11e6-a043-a45e60e298d3,LA Clippers,True,18,,feb4d74a-89ef-11e6-9a6e-a45e60e298d3,Phoenix Suns,b3c1a8aa-e9b4-464b-a2e3-9a0c6288e263,2023-04-19T07:44:21.000Z,4,0042200172,2022-23/0042200172/,0042200172,2022,full,playoff,2023
80,feb4d56b-89ef-11e6-878c-a45e60e298d3,New York Knicks,True,18,,feb4ceb0-89ef-11e6-9f6d-a45e60e298d3,Cleveland Cavaliers,0af8d1d9-9446-4f3b-b1b6-3ff32ee1f2d0,2023-04-19T05:02:34.000Z,4,0042200132,2022-23/0042200132/,0042200132,2022,full,playoff,2023
81,feb3e09c-89ef-11e6-9f68-a45e60e298d3,Atlanta Hawks,True,18,,feb4cb57-89ef-11e6-86b2-a45e60e298d3,Boston Celtics,89c5c9a6-38aa-4562-bb14-38eeadb28fc5,2023-04-19T04:02:15.000Z,4,0042200112,2022-23/0042200112/,0042200112,2022,full,playoff,2023
82,feb4d0a6-89ef-11e6-82c6-a45e60e298d3,Golden State Warriors,True,17,,feb4d830-89ef-11e6-9960-a45e60e298d3,Sacramento Kings,61d24415-2667-44ae-bfa6-45a88308f053,2023-04-18T07:21:23.000Z,4,0042200162,2022-23/0042200162/,0042200162,2022,full,playoff,2023
83,feb4cc63-89ef-11e6-9333-a45e60e298d3,Brooklyn Nets,True,17,,feb4d6d1-89ef-11e6-a925-a45e60e298d3,Philadelphia 76ers,ef5039f9-2e62-417b-bbe8-a971f41bc301,2023-04-18T06:43:39.000Z,4,0042200122,2022-23/0042200122/,0042200122,2022,full,playoff,2023
84,feb4d47a-89ef-11e6-8a69-a45e60e298d3,Minnesota Timberwolves,True,16,,feb4cfab-89ef-11e6-8b77-a45e60e298d3,Denver Nuggets,beabe4b4-3111-48ab-a02f-de3558174396,2023-04-17T10:12:07.000Z,4,0042200141,2022-23/0042200141/,0042200141,2022,full,playoff,2023
