,playerId,name,Rk,WS,Season,Age,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
80,1630267.0,Facundo Campazzo,493.0,0.0,2022-23,31.0,DAL,8.0,0.0,52.0,3.0,13.0,0.0,2.0,3.0,11.0,1.0,2.0,0.0,2.0,2.0,9.0,6.0,0.0,3.0,3.0,10.0,0.231,0.0,0.273,0.5,0.36,0.346,G
81,1628427.0,Vlatko Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,203991.0,Clint Capela,36.0,7.2,2022-23,28.0,ATL,65.0,63.0,1730.0,350.0,536.0,350.0,535.0,0.0,1.0,79.0,131.0,258.0,459.0,717.0,58.0,45.0,79.0,54.0,139.0,779.0,0.653,0.654,0.0,0.603,0.656,0.653,C
83,1630176.0,Vernon Carey Jr.,481.0,0.0,2022-23,21.0,WAS,11.0,0.0,28.0,2.0,8.0,2.0,8.0,0.0,0.0,2.0,2.0,3.0,8.0,11.0,3.0,2.0,2.0,2.0,5.0,6.0,0.25,0.25,,1.0,0.338,0.25,C
84,1628975.0,Jevon Carter,141.0,3.5,2022-23,27.0,MIL,81.0,39.0,1810.0,239.0,565.0,97.0,228.0,142.0,337.0,31.0,38.0,35.0,167.0,202.0,197.0,66.0,29.0,78.0,158.0,651.0,0.423,0.425,0.421,0.816,0.56,0.549,G
85,1628976.0,Wendell Carter Jr.,93.0,4.6,2022-23,23.0,ORL,57.0,54.0,1690.0,322.0,613.0,242.0,388.0,80.0,225.0,144.0,195.0,120.0,377.0,497.0,132.0,30.0,33.0,106.0,159.0,868.0,0.525,0.624,0.356,0.738,0.621,0.591,C
86,203487.0,Michael Carter-Williams,487.0,0.0,2022-23,31.0,ORL,4.0,0.0,44.0,6.0,14.0,5.0,11.0,1.0,3.0,4.0,7.0,1.0,4.0,5.0,7.0,1.0,1.0,4.0,5.0,17.0,0.429,0.455,0.333,0.571,0.498,0.464,G
87,1627936.0,Alex Caruso,134.0,3.6,2022-23,28.0,CHI,67.0,36.0,1575.0,130.0,286.0,75.0,135.0,55.0,151.0,59.0,73.0,42.0,154.0,196.0,193.0,98.0,46.0,77.0,159.0,374.0,0.455,0.556,0.364,0.808,0.588,0.551,G
88,1630577.0,Julian Champagnie,388.0,0.4,2022-23,21.0,"PHI,SAS",17.0,3.0,320.0,59.0,130.0,26.0,48.0,33.0,82.0,14.0,17.0,10.0,50.0,60.0,10.0,6.0,5.0,11.0,26.0,165.0,0.454,0.542,0.402,0.824,0.6,0.581,F
89,1630551.0,Justin Champagnie,484.0,0.0,2022-23,21.0,"BOS,TOR",5.0,0.0,34.0,5.0,15.0,4.0,10.0,1.0,5.0,0.0,0.0,3.0,5.0,8.0,4.0,1.0,0.0,0.0,2.0,11.0,0.333,0.4,0.2,,0.367,0.367,F
90,1631113.0,Kennedy Chandler,410.0,0.3,2022-23,20.0,MEM,36.0,0.0,281.0,35.0,83.0,33.0,68.0,2.0,15.0,6.0,13.0,9.0,29.0,38.0,58.0,12.0,5.0,18.0,15.0,78.0,0.422,0.485,0.133,0.462,0.44,0.434,G
91,1631108.0,Max Christie,360.0,0.6,2022-23,19.0,LAL,41.0,3.0,512.0,44.0,106.0,18.0,44.0,26.0,62.0,14.0,16.0,7.0,68.0,75.0,21.0,9.0,7.0,13.0,33.0,128.0,0.415,0.409,0.419,0.875,0.566,0.538,G
92,1630528.0,Josh Christopher,496.0,0.0,2022-23,21.0,HOU,64.0,2.0,786.0,153.0,329.0,132.0,240.0,21.0,89.0,45.0,60.0,20.0,51.0,71.0,73.0,33.0,15.0,60.0,59.0,372.0,0.465,0.55,0.236,0.75,0.523,0.497,G
93,1629634.0,Brandon Clarke,95.0,4.5,2022-23,26.0,MEM,56.0,8.0,1090.0,229.0,349.0,228.0,343.0,1.0,6.0,99.0,137.0,92.0,218.0,310.0,72.0,34.0,37.0,55.0,131.0,558.0,0.656,0.665,0.167,0.723,0.682,0.658,F
94,203903.0,Jordan Clarkson,258.0,1.7,2022-23,30.0,UTA,61.0,61.0,1988.0,458.0,1031.0,303.0,572.0,155.0,459.0,200.0,245.0,72.0,174.0,246.0,270.0,33.0,13.0,186.0,120.0,1271.0,0.444,0.53,0.338,0.816,0.558,0.519,G
95,1629651.0,Nic Claxton,9.0,9.2,2022-23,23.0,BRK,76.0,76.0,2271.0,414.0,587.0,414.0,585.0,0.0,2.0,133.0,246.0,184.0,518.0,702.0,144.0,65.0,189.0,96.0,212.0,961.0,0.705,0.708,0.0,0.541,0.691,0.705,C
